Entity,Code,Year,Oil,Gas,Coal
New Zealand,NZL,1999,72.871544,55.233707,13.571336
New Zealand,NZL,2000,74.42254,58.75267,12.859932
New Zealand,NZL,2001,75.244286,61.99314,15.92658
New Zealand,NZL,2002,77.48304,59.181946,15.91862
New Zealand,NZL,2003,82.19651,44.62404,22.97443
New Zealand,NZL,2004,81.031,40.718163,23.738672
New Zealand,NZL,2005,85.43949,37.576244,26.427473
New Zealand,NZL,2006,85.78982,38.154423,26.021524
New Zealand,NZL,2007,86.17487,42.152313,19.720991
New Zealand,NZL,2008,87.22484,39.045193,24.472372
New Zealand,NZL,2009,83.42176,40.138943,18.818949
New Zealand,NZL,2010,84.065125,43.759987,16.071983
New Zealand,NZL,2011,86.09149,40.215504,16.269657
New Zealand,NZL,2012,85.01531,44.646664,20.272028
New Zealand,NZL,2013,86.03652,47.0649,17.877504
New Zealand,NZL,2014,87.7147,52.28978,16.509884
New Zealand,NZL,2015,91.3292,48.018906,16.673477
New Zealand,NZL,2016,94.55283,47.97363,13.796135
New Zealand,NZL,2017,99.15122,49.92102,14.536367
New Zealand,NZL,2018,99.42633,45.022667,15.672817
New Zealand,NZL,2019,101.82973,48.04402,16.648094
New Zealand,NZL,2020,84.275246,45.72634,15.76
New Zealand,NZL,2021,83.892586,39.040997,18.388664
New Zealand,NZL,2022,82.97209,36.69434,12.746311
New Zealand,NZL,2023,88.68957,38.520435,11.389625
New Zealand,NZL,2024,89.66032,30.380148,14.746914
Non-OECD (EI),,1965,4566.254,1578.5005,5976.6543
Non-OECD (EI),,1966,4914.702,1755.4829,6205.5874
Non-OECD (EI),,1967,5245.811,1938.075,6131.5117
Non-OECD (EI),,1968,5632.0156,2099.3154,6150.3374
Non-OECD (EI),,1969,6035.0327,2277.5176,6532.678
Non-OECD (EI),,1970,6614.9805,2487.716,6926.3135
Non-OECD (EI),,1971,7130.878,2713.8074,7356.622
Non-OECD (EI),,1972,7749.4336,2868.9492,7614.13
Non-OECD (EI),,1973,8469.141,3164.1318,7738.442
Non-OECD (EI),,1974,9016.871,3378.6013,7831.7656
Non-OECD (EI),,1975,9350.5,3689.8428,8352.198
Non-OECD (EI),,1976,9921.6,4084.343,8483.516
Non-OECD (EI),,1977,10515.85,4437.4087,8903.102
Non-OECD (EI),,1978,11207.152,4764.674,9192.643
Non-OECD (EI),,1979,11659.337,5170.4106,9468.685
Non-OECD (EI),,1980,11832.386,5364.44,9581.238
Non-OECD (EI),,1981,11948.43,5681.6523,9751.693
Non-OECD (EI),,1982,12052.744,6131.9883,10128.741
Non-OECD (EI),,1983,12153.719,6540.4077,10564.209
Non-OECD (EI),,1984,12346.227,7147.3037,11031.754
Non-OECD (EI),,1985,12334.78,7436.3228,11511.138
Non-OECD (EI),,1986,12634.302,7868.1406,11937.093
Non-OECD (EI),,1987,13021.202,8255.502,12558.147
Non-OECD (EI),,1988,13367.992,8765.4,13061.051
Non-OECD (EI),,1989,13678.848,9078.304,13215.724
Non-OECD (EI),,1990,14025.877,9493.933,13242.273
Non-OECD (EI),,1991,13978.064,9623.263,13262.132
Non-OECD (EI),,1992,13887.163,9512.485,13468.811
Non-OECD (EI),,1993,13633.079,9354.76,13663.499
Non-OECD (EI),,1994,13777.158,9219.485,13762.685
Non-OECD (EI),,1995,14075.083,9336.329,13876.161
Non-OECD (EI),,1996,14236.351,9777.204,14118.455
Non-OECD (EI),,1997,14983.937,9518.25,13969.674
Non-OECD (EI),,1998,15030.958,9836.243,13873.139
Non-OECD (EI),,1999,15321.158,10125.744,14104.028
Non-OECD (EI),,2000,15956.743,10518.855,14528.905
Non-OECD (EI),,2001,16394.719,10955.247,15107.879
Non-OECD (EI),,2002,16748.227,11374.579,16038.6455
Non-OECD (EI),,2003,17297.932,11865.106,18275.664
Non-OECD (EI),,2004,18574.016,12689.902,20396.326
Non-OECD (EI),,2005,19009.588,13205.755,22806.75
Non-OECD (EI),,2006,19792.143,13903.391,24580.06
Non-OECD (EI),,2007,20500.809,14537.903,26522.113
Non-OECD (EI),,2008,21092.912,15019.551,27314.918
Non-OECD (EI),,2009,21425.111,14833.439,28155.77
Non-OECD (EI),,2010,22787.943,16060.964,29221.355
Non-OECD (EI),,2011,23548.807,16873.066,31420.777
Non-OECD (EI),,2012,24535.867,17407.027,32047.078
Non-OECD (EI),,2013,25218.623,17565.82,32596.418
Non-OECD (EI),,2014,25844.062,18065.213,32966.3
Non-OECD (EI),,2015,26481.332,18543.17,32522.537
Non-OECD (EI),,2016,27177.762,18996.717,32190.746
Non-OECD (EI),,2017,27822.146,19789.062,32724.527
Non-OECD (EI),,2018,28256.814,20608.582,33735.87
Non-OECD (EI),,2019,28627.887,20923.62,34618.902
Non-OECD (EI),,2020,26837.527,20956.055,34612.973
Non-OECD (EI),,2021,28077.838,22137.842,36245.82
Non-OECD (EI),,2022,29198.756,22118.324,36805.996
Non-OECD (EI),,2023,30643.512,22555.13,38266.99
Non-OECD (EI),,2024,31058.848,23439.541,39072.3
North America,,1965,7506.414,4467.994,3412.8374
North America,,1966,7875.018,4818.5474,3566.4531
North America,,1967,8203.526,5073.1475,3502.9253
North America,,1968,8743.642,5441.5024,3634.6128
North America,,1969,9170.439,5880.727,3642.3796
North America,,1970,9623.501,6213.8354,3624.521
North America,,1971,9955.128,6418.509,3432.4385
North America,,1972,10731.912,6532.8936,3556.8293
North America,,1973,11412.023,6521.563,3812.4019
North America,,1974,11087.142,6325.4897,3731.304
North America,,1975,10877.055,5870.059,3729.3704
North America,,1976,11633.746,5978.472,4013.3528
North America,,1977,12218.014,5901.9336,4174.85
North America,,1978,12544.354,5964.0107,4084.0479
North America,,1979,12383.885,6184.563,4426.3057
North America,,1980,11616.032,6086.5293,4579.7285
North America,,1981,10979.948,5964.575,4716.9536
North America,,1982,10401.833,5650.994,4573.8423
North America,,1983,10274.947,5337.409,4751.3677
North America,,1984,10600.945,5702.6724,5111.62
North America,,1985,10577.358,5554.8896,5217.4077
North America,,1986,11030.397,5210.829,5136.763
North America,,1987,11292.589,5500.9985,5367.0474
North America,,1988,11719.245,5781.1523,5620.8237
North America,,1989,11828.131,6129.2393,5686.0425
North America,,1990,11627.485,6131.6577,5696.9067
North America,,1991,11403.613,6264.195,5635.4155
North America,,1992,11631.3545,6480.356,5677.621
North America,,1993,11725.947,6665.2754,5846.2866
North America,,1994,12085.442,6848.8213,5891.7334
North America,,1995,12052.832,7133.506,5960.8516
North America,,1996,12454.821,7271.089,6230.166
North America,,1997,12687.5625,7331.8013,6367.5923
North America,,1998,12957.112,7236.2607,6450.754
North America,,1999,13245.317,7320.501,6429.9556
North America,,2000,13505.396,7643.1973,6725.472
North America,,2001,13548.293,7330.982,6562.0493
North America,,2002,13537.22,7621.209,6625.2183
North America,,2003,13788.379,7517.033,6708.0815
North America,,2004,14295.212,7569.074,6731.343
North America,,2005,14374.834,7535.2715,6848.893
North America,,2006,14111.697,7533.933,6753.0796
North America,,2007,14222.218,7969.5205,6842.0293
North America,,2008,13456.133,8030.985,6711.075
North America,,2009,12806.355,7940.4854,5905.4683
North America,,2010,12973.546,8290.135,6258.779
North America,,2011,12792.41,8527.974,5931.04
North America,,2012,12582.46,8846.6045,5262.968
North America,,2013,12682.881,9142.066,5442.2754
North America,,2014,12695.498,9351.395,5421.0166
North America,,2015,12905.511,9579.755,4728.006
North America,,2016,13015.902,9608.165,4357.688
North America,,2017,13071.514,9609.557,4280.4697
North America,,2018,13284.409,10534.057,4063.6504
North America,,2019,13218.356,10874.1455,3519.253
North America,,2020,11542.611,10659.023,2819.9397
North America,,2021,12555.775,10703.011,3174.0054
North America,,2022,12771.6,11189.101,2973.9126
North America,,2023,12775.235,11347.547,2504.9944
North America,,2024,12803.618,11528.067,2401.5515
North America (EI),,1965,7235.743,4456.537,3412.2522
North America (EI),,1966,7595.5015,4805.094,3565.8535
North America (EI),,1967,7912.1763,5058.3022,3502.3184
North America (EI),,1968,8445.538,5425.9277,3634.0125
North America (EI),,1969,8863.542,5865.0737,3641.7646
North America (EI),,1970,9278.467,6194.6714,3624.0444
North America (EI),,1971,9601.971,6399.786,3432.0361
North America (EI),,1972,10339.758,6513.539,3556.3652
North America (EI),,1973,10981.134,6502.8843,3811.9607
North America (EI),,1974,10655.762,6308.374,3730.907
North America (EI),,1975,10457.2705,5854.5044,3728.9246
North America (EI),,1976,11201.72,5960.9224,4012.996
North America (EI),,1977,11765.75,5881.3916,4174.183
North America (EI),,1978,12085.726,5939.5527,4083.3804
North America (EI),,1979,11920.961,6159.1865,4425.735
North America (EI),,1980,11158.744,6057.893,4578.909
North America (EI),,1981,10516.988,5933.1475,4716.15
North America (EI),,1982,9982.074,5612.873,4572.662
North America (EI),,1983,9868.889,5297.924,4748.99
North America (EI),,1984,10178.155,5661.2715,5109.708
North America (EI),,1985,10178.442,5512.42,5213.4126
North America (EI),,1986,10622.383,5167.3794,5133.54
North America (EI),,1987,10874.315,5454.856,5362.125
North America (EI),,1988,11301.78,5728.093,5616.3125
North America (EI),,1989,11391.114,6075.943,5681.647
North America (EI),,1990,11188.664,6076.4155,5692.842
North America (EI),,1991,10966.316,6208.344,5631.0645
North America (EI),,1992,11192.3,6426.458,5673.6226
North America (EI),,1993,11278.325,6604.7656,5842.0547
North America (EI),,1994,11613.778,6779.6396,5888.4307
North America (EI),,1995,11566.787,7059.251,5957.546
North America (EI),,1996,11957.43,7187.263,6226.627
North America (EI),,1997,12164.239,7240.7456,6364.2783
North America (EI),,1998,12400.766,7144.154,6446.902
North America (EI),,1999,12699.929,7222.451,6425.333
North America (EI),,2000,12884.661,7535.247,6717.9116
North America (EI),,2001,12890.577,7208.907,6554.1123
North America (EI),,2002,12877.108,7486.4653,6609.8315
North America (EI),,2003,13120.048,7364.843,6688.213
North America (EI),,2004,13619.013,7404.694,6710.556
North America (EI),,2005,13692.412,7354.9707,6828.742
North America (EI),,2006,13411.923,7319.396,6730.31
North America (EI),,2007,13534.151,7748.3613,6818.193
North America (EI),,2008,12799.248,7814.317,6685.822
North America (EI),,2009,12179.265,7725.244,5882.207
North America (EI),,2010,12338.808,8058.1006,6235.6274
North America (EI),,2011,12159.753,8295.701,5903.3887
North America (EI),,2012,11967.093,8612.001,5233.087
North America (EI),,2013,12086.557,8902.586,5409.831
North America (EI),,2014,12090.519,9109.505,5386.392
North America (EI),,2015,12259.106,9346.948,4691.069
North America (EI),,2016,12348.457,9400.449,4318.996
North America (EI),,2017,12405.218,9391.401,4248.6963
North America (EI),,2018,12619.048,10318.332,4027.9658
North America (EI),,2019,12551.286,10649.188,3470.0293
North America (EI),,2020,10988.412,10457.24,2768.8506
North America (EI),,2021,11969.303,10489.571,3123.2544
North America (EI),,2022,12166.076,10975.462,2927.7878
North America (EI),,2023,12153.994,11130.786,2455.481
North America (EI),,2024,12158.81,11309.891,2355.2031
North Macedonia,MKD,1990,12.740927,0,15.466761
North Macedonia,MKD,1991,11.406301,0,15.533598
North Macedonia,MKD,1992,12.286933,0,15.442489
North Macedonia,MKD,1993,13.216734,0,15.519188
North Macedonia,MKD,1994,10.265979,0,16.120728
North Macedonia,MKD,1995,9.655316,0,16.627272
North Macedonia,MKD,1996,14.679261,0,16.087616
North Macedonia,MKD,1997,12.305495,0,15.046836
North Macedonia,MKD,1998,11.074813,0.19150001,19.455256
North Macedonia,MKD,1999,11.075541,0.35427502,16.96689
North Macedonia,MKD,2000,11.268543,0.57449996,15.544995
North Macedonia,MKD,2001,9.231523,0.76600003,17.187988
North Macedonia,MKD,2002,10.424203,0.78515,14.942584
North Macedonia,MKD,2003,10.086404,0.69897497,17.205458
North Macedonia,MKD,2004,10.276315,0.68,16.350153
North Macedonia,MKD,2005,10.618795,0.7270146,16.966042
North Macedonia,MKD,2006,11.223741,0.778582,16.486874
North Macedonia,MKD,2007,12.1110325,0.9934346,16.917696
North Macedonia,MKD,2008,10.953669,1.1295521,17.337875
North Macedonia,MKD,2009,11.272176,0.7484022,15.550032
North Macedonia,MKD,2010,10.980215,1.1085367,15.057268
North Macedonia,MKD,2011,11.351919,1.2825215,17.196571
North Macedonia,MKD,2012,10.971921,1.3308442,16.186949
North Macedonia,MKD,2013,10.721133,1.5065968,13.540367
North Macedonia,MKD,2014,10.638594,1.2925,12.5287895
North Macedonia,MKD,2015,11.40081,1.3019552,11.296522
North Macedonia,MKD,2016,12.803833,2.0473385,10.188275
North Macedonia,MKD,2017,12.18642,2.6327944,11.13589
North Macedonia,MKD,2018,12.717901,2.4284997,10.049073
North Macedonia,MKD,2019,12.735264,2.838806,11.909485
North Macedonia,MKD,2020,11.742942,3.2494655,8.8074045
North Macedonia,MKD,2021,12.747635,4.1256022,7.749557
North Macedonia,MKD,2022,13.863104,2.7793376,9.874181
North Macedonia,MKD,2023,13.787652,3.51603,9.456641
North Macedonia,MKD,2024,13.987595,3.314182,7.290559
Norway,NOR,1965,60.316517,0,8.877423
Norway,NOR,1966,68.08452,0,8.17368
Norway,NOR,1967,70.49037,0,8.581207
Norway,NOR,1968,78.40632,0,8.734723
Norway,NOR,1969,86.189644,0,9.731426
Norway,NOR,1970,97.02359,0,9.94044
Norway,NOR,1971,96.00081,0,9.348031
Norway,NOR,1972,100.55224,0,10.149792
Norway,NOR,1973,102.16668,0,10.911312
Norway,NOR,1974,92.957924,0,12.097107
Norway,NOR,1975,96.23275,0,11.502116
Norway,NOR,1976,106.44093,0,11.097846
Norway,NOR,1977,104.85937,3.98909,9.555488
Norway,NOR,1978,116.656334,6.69888,9.847889
Norway,NOR,1979,116.01388,7.6525397,12.263672
Norway,NOR,1980,112.084496,8.22241,11.352113
Norway,NOR,1981,104.1835,10.10647,11.372373
Norway,NOR,1982,100.11227,10.90894,10.937643
Norway,NOR,1983,98.31226,12.2812805,11.652189
Norway,NOR,1984,102.18023,11.81608,13.066398
Norway,NOR,1985,107.2148,12.4557295,13.013132
Norway,NOR,1986,114.97386,13.7234,11.597308
Norway,NOR,1987,114.59487,15.10737,11.20419
Norway,NOR,1988,107.5932,19.02668,11.5019655
Norway,NOR,1989,108.83679,21.073559,10.077325
Norway,NOR,1990,102.262924,22.31797,9.437522
Norway,NOR,1991,96.73145,25.14406,8.399317
Norway,NOR,1992,96.99234,27.063011,8.438347
Norway,NOR,1993,99.619385,28.47024,9.125279
Norway,NOR,1994,103.50979,30.563639,10.288382
Norway,NOR,1995,106.96972,30.85439,11.232914
Norway,NOR,1996,114.43929,33.4944,11.170466
Norway,NOR,1997,114.82874,38.681377,11.0845995
Norway,NOR,1998,115.234085,39.50711,12.029132
Norway,NOR,1999,116.51929,37.739353,11.271945
Norway,NOR,2000,108.98533,42.36809,11.5451565
Norway,NOR,2001,114.80474,39.26288,10.288382
Norway,NOR,2002,113.964355,41.90289,8.922321
Norway,NOR,2003,118.46245,45.14766,8.711558
Norway,NOR,2004,113.56331,47.74115,9.83563
Norway,NOR,2005,115.055374,43.941376,8.399317
Norway,NOR,2006,117.82399,43.42552,7.20499
Norway,NOR,2007,121.140755,41.634884,7.9231467
Norway,NOR,2008,114.245056,42.009464,8.165134
Norway,NOR,2009,113.279816,39.72253,6.5
Norway,NOR,2010,119.77769,40.34256,8.861111
Norway,NOR,2011,116.16441,40.242756,9.833333
Norway,NOR,2012,116.08983,39.868824,9.527778
Norway,NOR,2013,117.56478,39.497776,9.027778
Norway,NOR,2014,114.27068,42.449493,9.888888
Norway,NOR,2015,116.293976,45.09382,8.862735
Norway,NOR,2016,112.658714,43.465538,9.100231
Norway,NOR,2017,111.99559,45.43871,9.513363
Norway,NOR,2018,115.44276,43.854492,9.290532
Norway,NOR,2019,110.24316,45.27439,9.07454
Norway,NOR,2020,102.11662,43.569992,8.976604
Norway,NOR,2021,104.95941,41.706158,9.790111
Norway,NOR,2022,107.240074,38.80947,9.365546
Norway,NOR,2023,108.04425,37.748764,8.46436
Norway,NOR,2024,107.61894,33.681225,8.811765
OECD (EI),,1965,13445.202,4725.3203,10201.041
OECD (EI),,1966,14511.711,5113.3315,10153.844
OECD (EI),,1967,15533.106,5435.9834,9964.006
OECD (EI),,1968,16878.477,5945.0317,10182.807
OECD (EI),,1969,18410.361,6555.916,10314.322
OECD (EI),,1970,20069.746,7127.0923,10160.691
OECD (EI),,1971,20985.707,7579.3823,9631.034
OECD (EI),,1972,22585.963,7992.764,9554.097
OECD (EI),,1973,24261.043,8213.701,9945.128
OECD (EI),,1974,23213.523,8281.258,9864.665
OECD (EI),,1975,22646.012,7969.8936,9693.237
OECD (EI),,1976,24139.87,8269.796,10216.271
OECD (EI),,1977,24678.488,8322.43,10364.3125
OECD (EI),,1978,25502.82,8529.273,10274.848
OECD (EI),,1979,25518.658,8947.618,10901.8955
OECD (EI),,1980,23736.26,8872.521,11296.546
OECD (EI),,1981,22341.531,8714.222,11406.311
OECD (EI),,1982,21217.268,8337.743,11266.687
OECD (EI),,1983,20943.71,8163.42,11486.765
OECD (EI),,1984,21277.375,8755.372,11976.687
OECD (EI),,1985,21349.902,8825.895,12485.601
OECD (EI),,1986,22076.174,8552.967,12326.727
OECD (EI),,1987,22486.996,9026.39,12670.339
OECD (EI),,1988,23273.945,9323.442,12922.028
OECD (EI),,1989,23536.842,9810.347,13015.326
OECD (EI),,1990,23880.938,9987.218,12686.64
OECD (EI),,1991,23898.768,10349.573,12424.595
OECD (EI),,1992,24517.61,10550.999,12115.492
OECD (EI),,1993,24613.166,10910.722,12045.335
OECD (EI),,1994,25291.016,11170.128,12052.503
OECD (EI),,1995,25591.29,11768.162,12123.056
OECD (EI),,1996,26340.28,12382.052,12499.026
OECD (EI),,1997,26668.15,12512.142,12593.579
OECD (EI),,1998,26757.662,12597.755,12522.827
OECD (EI),,1999,27114.625,12946.158,12404.776
OECD (EI),,2000,27059.883,13475.402,12927.468
OECD (EI),,2001,27003.6,13361.585,12772.195
OECD (EI),,2002,26948.861,13677.349,12943.573
OECD (EI),,2003,27312.953,13862.627,13243.931
OECD (EI),,2004,27839.166,14091.715,13312.647
OECD (EI),,2005,28007.297,14233.47,13394.198
OECD (EI),,2006,27644.807,14268.317,13506.978
OECD (EI),,2007,27586.709,14800.382,13719.59
OECD (EI),,2008,26599.738,15031.195,13481.7295
OECD (EI),,2009,25208.857,14570.166,12063.234
OECD (EI),,2010,25404.596,15531.907,12794.66
OECD (EI),,2011,25029.469,15476.818,12562.577
OECD (EI),,2012,24826.344,15839.41,12051.605
OECD (EI),,2013,24704.19,16167.442,12149.047
OECD (EI),,2014,24492.328,15911.142,11946.07
OECD (EI),,2015,24812.701,16236.872,11172.809
OECD (EI),,2016,25136.752,16587.264,10577.078
OECD (EI),,2017,25441.188,16813.994,10501.813
OECD (EI),,2018,25535.97,17708.477,10161.456
OECD (EI),,2019,25369.377,18129.559,9008.71
OECD (EI),,2020,22263.715,17747.99,7703.35
OECD (EI),,2021,23768.982,18087.89,8396.342
OECD (EI),,2022,24363.352,17941.328,8120.932
OECD (EI),,2023,24195.176,17596.088,7052.097
OECD (EI),,2024,24233.234,17838.73,6778.239
Oceania,,1965,232.65555,0.029475,221.15912
Oceania,,1966,250.18103,0.039300002,227.99689
Oceania,,1967,272.33957,0.039300002,232.24144
Oceania,,1968,294.28094,0.30457503,237.6857
Oceania,,1969,302.95325,4.1265,245.67607
Oceania,,1970,337.80527,18.014374,248.10437
Oceania,,1971,354.72107,26.72908,247.1651
Oceania,,1972,363.9765,38.70946,257.88672
Oceania,,1973,387.8557,48.969597,269.931
Oceania,,1974,404.6868,56.905464,281.514
Oceania,,1975,399.33368,61.144623,288.95828
Oceania,,1976,408.52405,77.40735,298.70834
Oceania,,1977,425.32632,93.10904,310.29172
Oceania,,1978,431.71304,98.104065,316.72223
Oceania,,1979,437.05466,105.902916,328.79166
Oceania,,1980,416.62512,119.36426,338.39212
Oceania,,1981,408.8937,130.6219,346.71686
Oceania,,1982,403.29065,136.40741,349.9911
Oceania,,1983,385.20193,148.16655,351.3043
Oceania,,1984,395.81516,152.36244,369.61993
Oceania,,1985,394.52618,168.44171,380.8049
Oceania,,1986,384.3547,187.94624,392.04297
Oceania,,1987,397.8433,189.65001,405.511
Oceania,,1988,413.65363,197.14537,426.92984
Oceania,,1989,429.37286,212.2584,448.2926
Oceania,,1990,443.72836,212.20807,458.2755
Oceania,,1991,432.9573,209.16672,466.54443
Oceania,,1992,442.12042,217.53067,470.58212
Oceania,,1993,455.4508,222.39395,473.29517
Oceania,,1994,476.98978,238.33766,481.8816
Oceania,,1995,494.0805,238.04619,497.82208
Oceania,,1996,506.56277,245.70148,517.4161
Oceania,,1997,517.00226,246.11018,543.9867
Oceania,,1998,517.831,245.26468,566.33044
Oceania,,1999,529.0255,256.97424,601.0144
Oceania,,2000,530.4041,264.30347,604.52185
Oceania,,2001,532.32965,283.6863,601.6179
Oceania,,2002,539.4578,287.3301,614.7907
Oceania,,2003,542.4564,274.56693,638.9957
Oceania,,2004,552.3267,275.25418,665.65985
Oceania,,2005,564.14136,270.16608,664.6498
Oceania,,2006,579.43164,297.58505,681.5204
Oceania,,2007,592.4452,332.35046,669.5235
Oceania,,2008,599.94073,324.39478,701.7638
Oceania,,2009,587.56256,331.5033,673.68024
Oceania,,2010,603.3712,360.82425,623.4663
Oceania,,2011,633.1518,371.03516,608.33185
Oceania,,2012,646.4344,377.49515,574.74036
Oceania,,2013,664.07355,397.06973,544.1194
Oceania,,2014,663.1429,427.96725,538.3983
Oceania,,2015,662.1078,437.96848,557.08466
Oceania,,2016,666.75415,427.50027,553.8584
Oceania,,2017,699.10034,422.76508,536.0623
Oceania,,2018,710.02167,416.93048,524.56934
Oceania,,2019,706.0284,488.61444,503.06857
Oceania,,2020,606.44794,468.89975,483.86438
Oceania,,2021,619.6125,434.79813,470.86484
Oceania,,2022,651.9725,468.96292,441.10248
Oceania,,2023,691.3856,424.79056,429.73038
Oceania,,2024,710.1434,400.30392,437.73694
Oman,OMN,1965,0.09738055,0,0
Oman,OMN,1966,0.12186111,0,0
Oman,OMN,1967,0.5409833,0,0
Oman,OMN,1968,0.65190834,0,0
Oman,OMN,1969,0.9285111,0,0
Oman,OMN,1970,0.9359056,0,0
Oman,OMN,1971,15.471503,0,0
Oman,OMN,1972,17.677216,0,0
Oman,OMN,1973,15.375915,0,0
Oman,OMN,1974,14.127883,0,0
Oman,OMN,1975,12.904697,0,0
Oman,OMN,1976,14.856398,0,0
Oman,OMN,1977,14.312169,0,0
Oman,OMN,1978,13.616951,3.025425,0
Oman,OMN,1979,14.083727,5.0895,0
Oman,OMN,1980,10.59754,6.460838,0
Oman,OMN,1981,10.412598,7.6154,0
Oman,OMN,1982,11.140184,8.3317,0
Oman,OMN,1983,12.101919,10.348649,0
Oman,OMN,1984,14.831405,13.0065,0
Oman,OMN,1985,16.363743,16.559725,0
Oman,OMN,1986,16.131083,19.35895,0
Oman,OMN,1987,15.300206,21.686924,0
Oman,OMN,1988,16.171694,21.823587,0
Oman,OMN,1989,17.119625,22.648275,0
Oman,OMN,1990,22.143156,24.476727,0
Oman,OMN,1991,36.021755,24.816025,0
Oman,OMN,1992,33.199795,27.12515,0
Oman,OMN,1993,32.153778,26.03185,0
Oman,OMN,1994,27.272215,27.257101,0.0001392985
Oman,OMN,1995,30.523483,33.344116,0.000075694334
Oman,OMN,1996,29.08536,36.43169,0.000048375
Oman,OMN,1997,25.371681,42.11879,0.0003890067
Oman,OMN,1998,25.316025,43.91897,0.0005585485
Oman,OMN,1999,31.64212,47.032196,0.000066736
Oman,OMN,2000,34.205227,76.75152,0.0029031378
Oman,OMN,2001,38.914345,84.27617,0.0016395542
Oman,OMN,2002,44.760445,86.396774,0.003904923
Oman,OMN,2003,42.767654,93.36093,0
Oman,OMN,2004,41.771774,99.67036,0.00928461
Oman,OMN,2005,47.496902,108.62232,0.0036509007
Oman,OMN,2006,50.021873,120.5293,0.03577923
Oman,OMN,2007,51.09791,120.94852,0.008164002
Oman,OMN,2008,67.18739,133.80411,0.013950197
Oman,OMN,2009,63.931656,135.47406,0.016285311
Oman,OMN,2010,72.929794,163.80843,0.34460625
Oman,OMN,2011,78.92197,180.8238,0.1183733
Oman,OMN,2012,85.93543,197.15593,0.3591394
Oman,OMN,2013,99.81871,217.27544,0.5224438
Oman,OMN,2014,102.40699,213.1425,0.41572556
Oman,OMN,2015,105.91571,230.92659,0.57219017
Oman,OMN,2016,108.666016,229.3265,0.64058006
Oman,OMN,2017,117.4821,233.50879,0.88349485
Oman,OMN,2018,125.13438,249.96494,0.86636955
Oman,OMN,2019,122.40184,249.96547,0.9751575
Oman,OMN,2020,100.00917,260.0023,1.1217446
Oman,OMN,2021,110.717415,284.5478,0.977748
Oman,OMN,2022,126.39261,291.64655,1.4077659
Oman,OMN,2023,126.780815,302.24402,1.0461451
Oman,OMN,2024,123.50631,316.71133,1.3722161
Other Asia Pacific (EI),,1965,43.02793,2.3286188,125.96375
Other Asia Pacific (EI),,1966,44.816936,2.9841,134.96915
Other Asia Pacific (EI),,1967,46.998203,4.552035,147.78111
Other Asia Pacific (EI),,1968,48.880917,5.3621273,161.59668
Other Asia Pacific (EI),,1969,50.75898,5.695709,173.62022
Other Asia Pacific (EI),,1970,53.165554,5.953188,187.82472
Other Asia Pacific (EI),,1971,54.987244,6.2549624,211.25732
Other Asia Pacific (EI),,1972,66.8714,5.1740375,216.10716
Other Asia Pacific (EI),,1973,65.10819,11.337969,220.8622
Other Asia Pacific (EI),,1974,71.67438,18.355768,229.45834
Other Asia Pacific (EI),,1975,64.15261,16.16275,240.52042
Other Asia Pacific (EI),,1976,71.792175,15.1825,254.67462
Other Asia Pacific (EI),,1977,70.29849,16.835001,272.11038
Other Asia Pacific (EI),,1978,79.08047,11.97625,287.97934
Other Asia Pacific (EI),,1979,86.00263,15.67275,306.26205
Other Asia Pacific (EI),,1980,92.647934,18.16875,325.4296
Other Asia Pacific (EI),,1981,94.80778,20.897,335.00095
Other Asia Pacific (EI),,1982,93.50853,21.75775,354.70923
Other Asia Pacific (EI),,1983,93.50663,24.70325,369.3557
Other Asia Pacific (EI),,1984,98.62682,25.648,381.29517
Other Asia Pacific (EI),,1985,96.98675,28.19375,399.58698
Other Asia Pacific (EI),,1986,106.25024,29.66125,397.93942
Other Asia Pacific (EI),,1987,102.157265,30.001,381.69775
Other Asia Pacific (EI),,1988,102.09966,27.274437,387.3455
Other Asia Pacific (EI),,1989,96.313736,20.767382,382.5423
Other Asia Pacific (EI),,1990,106.448326,18.581676,362.4395
Other Asia Pacific (EI),,1991,94.09727,22.11509,354.41977
Other Asia Pacific (EI),,1992,88.19155,28.302694,308.08868
Other Asia Pacific (EI),,1993,91.8885,30.806103,282.68607
Other Asia Pacific (EI),,1994,90.56593,32.130066,260.54614
Other Asia Pacific (EI),,1995,96.62275,40.295624,240.41943
Other Asia Pacific (EI),,1996,103.64475,36.923897,210.41504
Other Asia Pacific (EI),,1997,105.5774,41.282867,206.39966
Other Asia Pacific (EI),,1998,112.09611,35.7896,189.10735
Other Asia Pacific (EI),,1999,107.333275,36.350178,211.94388
Other Asia Pacific (EI),,2000,118.73068,35.852356,228.9886
Other Asia Pacific (EI),,2001,125.11665,35.72744,235.74272
Other Asia Pacific (EI),,2002,125.678406,32.683674,224.97954
Other Asia Pacific (EI),,2003,128.86743,45.21884,230.46663
Other Asia Pacific (EI),,2004,135.46161,47.041557,231.41116
Other Asia Pacific (EI),,2005,135.99246,51.358124,245.89532
Other Asia Pacific (EI),,2006,142.30005,54.88383,252.32175
Other Asia Pacific (EI),,2007,149.1007,61.64727,216.19699
Other Asia Pacific (EI),,2008,142.77377,60.957222,237.20084
Other Asia Pacific (EI),,2009,159.06761,52.52952,233.3326
Other Asia Pacific (EI),,2010,181.75168,64.9164,233.08423
Other Asia Pacific (EI),,2011,190.79655,69.22618,190.49127
